Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Bedrooms,Bathrooms,Longitude,Latitude,Price(Php)
"Malate, Manila",House,"House,townhouse",47.30000000000001,148.36,3.0,3.0,120.991585,14.570199,12500000.0
"Rockwell, Makati",Condominium,"Condominium,double-bedroom",32.60000000000002,94.0,2.0,2.0,121.036339,14.562949,30800000.0
"Balibago, Angeles",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,120.623504,15.15867,110503536.64125
"Quinawan, Bagac",Land,"Land,residential-lot",188.0,275.0,4.2,3.8,120.401049,14.486211,1900000.0
"Saint Ignatius, Quezon City",House,"House,single-family-house",474.0,500.0,4.0,4.0,121.072922,14.613347,65000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",39.60000000000002,84.0,2.0,2.0,121.050318,14.540867,19000000.0
"Lantic, Carmona",House,"House,single-family-house",113.0,92.78,1.7999999999999998,2.0,121.0393379,14.2857792,3772288.0
"San Isidro, Cainta",Condominium,"Condominium,loft-1",111.99999999999994,80.0,3.0,2.0,121.118502,14.613156,6100000.0
"Moonwalk, Paranaque",Commercial,"Commercial,building",240.0,735.0,7.0,8.500000000000002,121.008496,14.492371,100000000.0
"Moonwalk, Paranaque",Commercial,"Commercial,building",240.0,735.0,7.0,8.500000000000002,121.008496,14.492371,100000000.0
"Ugong, Pasig",Condominium,"Condominium,penthouse-1",855.6,550.0,5.0,4.0,121.0692646,14.57193865,35000000.0
"Almanza Dos, Las Pinas",Land,"Land,residential-lot",359.0,481.4,3.8,4.2,121.0078767,14.4023926,24771000.0
"Almanza Dos, Las Pinas",Land,"Land,residential-lot",359.0,481.4,3.8,4.2,121.0078767,14.4023926,24771000.0
"San Isidro, Cainta",House,"House,single-family-house",720.0,735.0,4.0,4.0,121.1114317,14.6051713,26000000.0
"Bagong Ilog, Pasig",Condominium,"Condominium,penthouse-1",855.6,550.0,5.0,4.0,121.0692646,14.57193865,35000000.0
"San Isidro, Cainta",House,"House,single-family-house",720.0,735.0,4.0,5.0,121.118502,14.613156,26000000.0
"Moonwalk, Paranaque",Commercial,"Commercial,building",240.0,735.0,7.0,8.500000000000002,121.008496,14.492371,100000000.0
"Bagong Ilog, Pasig",Condominium,"Condominium,penthouse-1",855.6,550.0,5.0,4.0,121.0692646,14.57193865,35000000.0
"San Isidro, Paranaque",House,"House,single-family-house",120.0,184.0,4.0,3.0,121.011835,14.468547,11000000.0
"San Isidro, Cainta",House,"House,single-family-house",720.0,735.0,4.0,4.0,121.118502,14.613156,26000000.0
"Calabuso, Tagaytay",Condominium,"Condominium,single-bedroom",61.0,48.0,1.0,1.0,121.0358238,14.1456011,8000000.0
"Calabuso, Tagaytay",Land,"Land,residential-lot",500.0,567.9999999999999,4.3999999999999995,5.0,121.0358238,14.1456011,8888888.0
"Calabuso North, Tagaytay",Land,"Land,residential-lot",500.0,567.9999999999999,4.3999999999999995,5.0,121.0233363,14.1414315,8888888.0
"Tayud, Consolacion",House,"House,townhouse",56.0,81.0,3.0,3.0,123.988933,10.36187,2639043.0
"Linao, Talisay",Land,"Land,residential-lot",256.0,318.34,4.2,3.6,123.818827,10.25892,5120000.0
"San Isidro, Paranaque",House,"House,townhouse",75.0,200.0,4.0,3.0,121.011835,14.468547,8500000.0
"Almanza Dos, Las Pinas",House,"House,single-family-house",398.0,368.0,5.0,5.0,121.0092866,14.39714538,40000000.0
"Moonwalk, Paranaque",Commercial,"Commercial,building",240.0,735.0,7.0,8.500000000000002,121.008496,14.492371,100000000.0
"Pilar, Las Pinas",House,"House,single-family-house",130.0,100.0,3.0,3.0,121.0080137,14.417168,5800000.0
"San Rafael, Pasay",Condominium,"Condominium,studio",60.799999999999955,28.0,1.0,1.0,120.997655,14.547105,3600000.0
"Concepcion Uno, Marikina",House,"House,single-family-house",204.0,316.0,3.0,3.0,121.105875,14.649665,29700000.0
"Almanza Dos, Las Pinas",Land,"Land,residential-lot",385.0,464.0,3.8,3.4,121.0078767,14.4023926,21175000.0
"Maitim 2nd West, Tagaytay",House,"House,single-family-house",312.0,380.0,4.0,5.0,120.95476,14.119975,24000000.0
"San Isidro, Antipolo",Land,"Land,residential-lot",1215.5,728.0,7.0,7.199999999999999,121.186609,14.59242,28035000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",46.200000000000045,45.379999999999995,2.0,2.0,121.050318,14.540867,8000000.0
"Sicayab, Dipolog",House,"House,single-family-house",500.0,480.0,5.0,6.0,123.35474,8.622495,11000000.0
"Western Bicutan, Taguig",Apartment,"Apartment,apartments",765.8,735.0,7.0,7.6,121.036376,14.517219,98000000.0
"Quezon Avenue, Quezon City",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,121.0232,14.63518,110503536.64125
"Calabuso North, Tagaytay",Condominium,"Condominium,single-bedroom",72.0,35.0,1.0,1.0,121.0233363,14.1414315,8732500.0
"Ayala Alabang, Muntinlupa",House,"House,single-family-house",1150.0,735.0,5.0,4.0,121.022321,14.405874,110503536.64125
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",111.38,183.0,4.0,4.0,121.050318,14.540867,65000000.0
"Molino III, Bacoor",House,"House,single-family-house",180.0,220.0,4.0,5.0,120.9777822,14.3981207,19500000.0
"Cupang, Muntinlupa",Land,"Land,commercial-lot",461.0,493.79999999999995,5.2,4.4,121.040194,14.434669,45000000.0
"Talon Singko, Las Pinas",House,"House,townhouse",74.0,120.0,3.0,2.0,120.996723,14.422561,5600000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",72.0,36.0,1.0,1.0,121.050318,14.540867,8500000.0
"Toclong, Kawit",Land,"Land,residential-lot",319.0,429.0,4.6,4.6,120.9103131,14.4224606,21762000.0
"Quezon Avenue, Quezon City",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,121.0232,14.63518,110503536.64125
"Kapitolyo, Pasig",Condominium,"Condominium,double-bedroom",93.99999999999994,51.0,2.0,2.0,121.0599,14.57284,10500000.0
"Molino IV, Bacoor",House,"House,single-family-house",140.0,110.00000000000001,5.0,3.0,120.9943658,14.3810075,8000000.0
"San Isidro, Paranaque",House,"House,townhouse",108.0,193.0,4.0,3.0,121.011835,14.468547,11200000.0
"Panungyanan, General Trias",House,"House,single-family-house",50.0,51.0,3.0,1.0,121.0088385,14.260047,2044000.0
"Novaliches, Quezon City",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.0521,14.7214,110503536.64125
"Kapitolyo, Pasig",Condominium,"Condominium,3-bedroom",87.19999999999999,67.0,3.0,2.0,121.0598147,14.5684378,5400000.0
"Santo Domingo, Santa Rosa",House,"House,townhouse",60.0,65.0,3.0,2.0,121.0661417,14.2444071,5400000.0
"Santo Domingo, Santa Rosa",House,"House,townhouse",84.82999999999998,65.0,3.0,2.0,121.0661417,14.2444071,6700000.0
"Talon Singko, Las Pinas",House,"House,townhouse",71.0,104.0,3.0,2.0,120.9909364,14.42594163,5600000.0
"Mamatid, Cabuyao",House,"House,single-family-house",80.0,50.20000000000002,3.0,1.0,121.151417,14.239095,2300000.0
"Binan, Binan",House,"House,single-family-house",120.0,80.0,4.0,2.0,121.0539924,14.2703263,5196800.0
"Katipunan, Quezon City",Condominium,"Condominium,double-bedroom",66.0,52.0,2.0,1.0,121.076504,14.640624,7000000.0
"Sabang, Lipa",Land,"Land,residential-lot",300.0,287.6,4.3999999999999995,3.6,121.170496,13.95128,1800000.0
"Almanza Dos, Las Pinas",House,"House,single-family-house",353.0,400.0,4.0,7.0,121.0078767,14.4023926,64000000.0
"Western Bicutan, Taguig",Apartment,"Apartment,apartments",765.8,735.0,7.0,7.6,121.036376,14.517219,98000000.0
"San Lorenzo, Makati",Condominium,"Condominium,studio",61.0,44.0,1.0,1.0,121.019175,14.550759,13000000.0
"Lahug, Cebu",Condominium,"Condominium,double-bedroom",92.00000000000006,52.0,2.0,2.0,123.894266,10.3338536,7000000.0
"Paseo de Roxas, Makati",Condominium,"Condominium,3-bedroom",177.20000000000002,210.0,3.0,3.0,121.0203178,14.5511286,65000000.0
"Newport City, Pasay",Condominium,"Condominium,single-bedroom",82.0,52.0,1.0,1.0,121.0140497,14.5203122,12000000.0
"Poblacion, Makati",Apartment,"Apartment,apartments",105.19999999999999,198.0,5.0,4.0,121.032076,14.56568,40000000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",309.0,300.0,4.0,4.0,121.0245799,14.4521766,25500000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",204.0,295.0,3.0,4.0,121.0245799,14.4521766,19800000.0
"Loyola Heights, Quezon City",House,"House,single-family-house",400.0,700.0,5.0,5.0,121.076504,14.640624,39500000.0
"West Triangle, Quezon City",House,"House,single-family-house",180.0,330.0,5.0,4.0,121.0302074,14.642287,16500000.0
"Bulacao, Talisay",House,"House,single-family-house",206.0,165.0,3.0,5.0,123.84731,10.271295,10000000.0
"Ermita, Manila",Condominium,"Condominium,penthouse-1",60.599999999999966,57.0,2.0,1.0,120.9849377,14.5851163,10500000.0
"Pio Del Pilar, Makati",Condominium,"Condominium,3-bedroom",85.80000000000001,140.0,3.0,3.0,121.012006,14.5531,12000000.0
"Horseshoe, Quezon City",House,"House,single-family-house",922.0,260.0,3.0,2.0,121.043543,14.613141,110503536.64125
"Calabuso, Tagaytay",Land,"Land,residential-lot",400.0,546.4,4.8,4.6,121.0358238,14.1456011,8500000.0
"Mayamot, Antipolo",House,"House,single-family-house",177.19999999999996,211.0,3.0,3.0,121.141432,14.611857,8700000.0
"Wack-Wack Greenhills, Mandaluyong",Condominium,"Condominium,single-bedroom",61.0,42.900000000000006,1.0,1.0,121.0585,14.58119,11176000.0
"Ermita, Manila",Condominium,"Condominium,single-bedroom",61.0,42.0,1.0,1.0,120.9849377,14.5851163,6700000.0
"San Isidro, Pasay",Condominium,"Condominium,double-bedroom",37.80000000000001,55.0,2.0,2.0,120.9963809,14.5563118,6000000.0
"Salcedo Village, Makati",Condominium,"Condominium,double-bedroom",62.60000000000008,140.0,2.0,2.0,121.0206028,14.5596699,15000000.0
"Nangka, Consolacion",House,"House,single-family-house",140.0,157.0,5.0,3.0,123.967246,10.368015,9000000.0
"Manggahan, General Trias",Land,"Land,residential-lot",164.99999999999997,262.136,4.0,3.8,120.903448,14.2945586,1072520.0
"Cansojong, Talisay",House,"House,single-family-house",1215.5,309.0,5.0,4.0,123.852961,10.25119,36000000.0
"San Isidro, Cainta",House,"House,single-family-house",172.0,188.0,3.0,3.0,121.118502,14.613156,19000000.0
"Merville, Paranaque",House,"House,single-family-house",540.0,360.0,4.0,4.0,121.025633,14.499387,45000000.0
"Hulo, Mandaluyong",Condominium,"Condominium,penthouse-1",82.0,54.0,1.0,1.0,121.031359,14.571604,8400000.0
"Tandang Sora, Quezon City",House,"House,single-family-house",419.0,350.0,4.0,5.0,121.042788,14.6820013,47000000.0
"Silangan, Quezon City",House,"House,townhouse",25.75999999999999,113.99999999999999,3.0,3.0,121.058592,14.627095,8800000.0
"Bel-Air, Makati",Condominium,"Condominium,single-bedroom",72.0,40.52000000000001,1.0,1.0,121.026342,14.563933,6700000.0
"Pinagbuhatan, Pasig",Commercial,"Commercial,building",313.0,735.0,7.0,8.500000000000002,121.0977,14.549724,80000000.0
"Cebu Business Park, Cebu",Condominium,"Condominium,penthouse-1",209.79999999999998,204.0,3.0,4.0,123.9063138,10.3173365,35000000.0
"Eastwood City, Quezon City",Condominium,"Condominium,loft-1",70.39999999999998,100.5,2.0,2.0,121.0817875,14.60814227,14000000.0
"Bel-Air, Makati",Condominium,"Condominium,double-bedroom",53.19999999999999,132.0,2.0,2.0,121.026342,14.563933,13800000.0
"San Jose, Antipolo",House,"House,single-family-house",90.0,89.0,3.0,2.0,121.220905,14.614667,5200000.0
"San Isidro, Pasay",Condominium,"Condominium,single-bedroom",72.0,37.0,1.0,1.0,120.9963809,14.5563118,5200000.0
"Guadalupe Viejo, Makati",Condominium,"Condominium,double-bedroom",9.400000000000034,57.0,2.0,8.5,121.040676,14.564421,8200000.0
"Cembo, Makati",Commercial,"Commercial,building",418.0,735.0,7.0,8.500000000000002,121.0512952,14.5631645,110503536.64125
"Talon Dos, Las Pinas",House,"House,single-family-house",188.0,255.0,4.0,4.0,120.985214,14.438526,23000000.0
"Talon Dos, Las Pinas",House,"House,townhouse",122.0,155.0,3.0,3.0,120.985214,14.438526,10500000.0
"Barangka Ilaya, Mandaluyong",Condominium,"Condominium,studio",43.60000000000002,24.169999999999987,1.0,1.0,121.04641,14.571338,4322499.0
Las Pinas,House,"House,townhouse",80.0,110.00000000000001,3.0,3.0,121.0999037,14.452485,6500000.0
"Moonwalk, Paranaque",Commercial,"Commercial,building",240.0,735.0,7.0,8.500000000000002,121.008496,14.492371,100000000.0
"Moonwalk, Paranaque",Commercial,"Commercial,building",240.0,735.0,7.0,8.500000000000002,121.008496,14.492371,100000000.0
"Salcedo Village, Makati",Condominium,"Condominium,single-bedroom",61.0,45.0,1.0,1.0,121.0197427,14.56111418,7500000.0
"Moonwalk, Paranaque",Commercial,"Commercial,building",240.0,735.0,7.0,8.500000000000002,121.008496,14.492371,100000000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",630.0,735.0,7.0,7.0,121.0245799,14.4521766,68500000.0
El Nido,Land,"Land,beach-lot",1215.5,728.0,7.0,7.199999999999999,119.4480699,11.2887446,110503536.64125
"Bairan, Naga",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,123.718265,10.19893,7162250.0
"Poblacion, Makati",Apartment,"Apartment,apartments",44.200000000000045,100.0,5.0,2.8,121.032076,14.56568,40000000.0
"Paseo de Roxas, Makati",Commercial,"Commercial,serviced-office",5.684341886080802e-14,469.0,3.8,4.6,121.0275016,14.5570169,110503536.64125
"Hukay, Silang",Land,"Land,residential-lot",575.0,586.32,5.0,3.7,121.02566,14.2236058,18900000.0
"Hukay, Silang",Land,"Land,residential-lot",575.0,586.32,5.0,3.7,121.02566,14.2236058,18900000.0
"Quinawan, Bagac",Land,"Land,beach-lot",180.0,147.6,4.0,3.4,120.401049,14.486211,2600000.0
"Quinawan, Bagac",Land,"Land,beach-lot",180.0,147.6,4.0,3.4,120.401049,14.486211,2600000.0
"Holy Spirit, Quezon City",House,"House,single-family-house",226.3,650.0,6.0,5.0,121.076504,14.687194,18800000.0
"Talon Singko, Las Pinas",House,"House,townhouse",52.0,72.0,2.0,2.0,121.0022999,14.42737997,4800000.0
"Talon Dos, Las Pinas",House,"House,single-family-house",160.99999999999997,241.0,4.0,4.0,120.985214,14.438526,15300000.0
"Cupang, Muntinlupa",House,"House,single-family-house",1215.5,735.0,6.0,6.0,121.040194,14.434669,110503536.64125
"Horseshoe, Quezon City",House,"House,single-family-house",166.0,300.0,3.0,4.0,121.043543,14.613141,55000000.0
"Del Carmen, San Fernando",Land,"Land,residential-lot",341.0,466.4,5.0,4.2,120.699154,15.661,4603500.0
"Valle Verde 2, Pasig",House,"House,single-family-house",844.0,500.0,4.0,4.0,121.072923,14.582317,110503536.64125
"Matandang Balara, Quezon City",House,"House,single-family-house",482.0,532.0,4.0,4.0,121.082236,14.665648,95000000.0
"Poblacion, Malay",Land,"Land,residential-lot",250.0,278.82,3.5999999999999996,3.2,121.906291,11.89818,7500000.0
"Shaw Boulevard, Mandaluyong",Commercial,"Commercial,building",240.0,613.0,6.4,6.1000000000000005,121.053604,14.581224,57000000.0
"MOA, Pasay",Condominium,"Condominium,single-bedroom",60.799999999999955,28.0,1.0,1.0,120.982075,14.533709,4700000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",280.0,735.0,4.0,4.0,121.0245799,14.4521766,28000000.0
"Banaybanay II, San Jose",House,"House,townhouse",50.0,48.25999999999999,2.0,2.0,121.112303,13.930157,3100000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",312.0,500.0,4.0,4.0,121.0245799,14.4521766,30000000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",204.0,295.0,4.0,4.0,121.0245799,14.4521766,19800000.0
"Moonwalk, Paranaque",House,"House,single-family-house",709.0,600.0,5.0,5.0,121.008496,14.492371,65000000.0
"Langkaan I, Dasmarinas",House,"House,townhouse",46.0,44.0,2.0,1.0,120.950177,14.285456,1730200.0
"Diliman, Quezon City",House,"House,townhouse",72.0,172.0,4.0,4.0,121.0528,14.6462,13600000.0
"Tandang Sora, Quezon City",House,"House,townhouse",78.44999999999999,185.0,4.0,4.0,121.042788,14.6820013,11500000.0
"Commonwealth, Quezon City",House,"House,townhouse",42.0,126.95,3.0,3.0,121.082236,14.696697,8500000.0
"Salcedo Village, Makati",Condominium,"Condominium,3-bedroom",139.60000000000002,219.0,3.0,3.0,121.0206028,14.5596699,39500000.0
"Tigasao, San Isidro",Land,"Land,beach-lot",1215.5,728.0,7.0,7.199999999999999,126.86244,9.941435,110503536.64125
"San Luis, Antipolo",Condominium,"Condominium,double-bedroom",72.39999999999998,50.0,2.0,1.0,121.182157,14.594745,2776000.0
"B.F. International Village, Las Pinas",House,"House,townhouse",150.0,232.0,3.0,3.0,121.0061146,14.4508188,16500000.0
"Ugong, Pasig",House,"House,single-family-house",844.0,500.0,4.0,4.0,121.072573,14.582943,110503536.64125
"Santo Domingo, Santa Rosa",House,"House,townhouse",60.03000000000003,65.0,3.0,2.0,121.0661417,14.2444071,5400000.0
"Palo-Alto, Calamba",House,"House,single-family-house",48.0,40.0,2.0,1.0,121.113605,14.191945,2113127.0
"Palo-Alto, Calamba",House,"House,single-family-house",44.0,40.0,2.0,1.0,121.113605,14.191945,2028308.0
"Palo-Alto, Calamba",House,"House,single-family-house",135.0,40.0,2.0,1.0,121.113605,14.191945,4025854.0
"Palo-Alto, Calamba",House,"House,single-family-house",48.0,40.0,2.0,1.0,121.113605,14.191945,2113127.0
"Palo-Alto, Calamba",House,"House,single-family-house",160.99999999999997,40.0,2.0,1.0,121.113605,14.191945,4025842.0
"Palo-Alto, Calamba",House,"House,single-family-house",102.0,40.0,2.0,1.0,121.113605,14.191945,3510142.0
"Darasa, Tanauan",House,"House,townhouse",84.0,42.0,1.0,1.0,121.0176059,14.38573341,2800000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",61.0,60.0,1.0,1.0,121.050318,14.540867,16000000.0
"Almanza Dos, Las Pinas",Land,"Land,residential-lot",290.0,306.0,3.8,3.8000000000000003,121.0078767,14.4023926,15000000.0
"Matandang Balara, Quezon City",House,"House,single-family-house",432.0,532.0,4.0,4.0,121.082236,14.665648,95000000.0
"Western Bicutan, Taguig",House,"House,single-family-house",200.0,400.0,5.0,5.0,121.036376,14.517219,39000000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",204.0,300.0,3.0,3.0,121.0245799,14.4521766,18500000.0
"Malagasang II-E, Imus",House,"House,townhouse",91.0,68.1,3.0,2.0,120.9249598,14.3599542,6831000.0
"Malagasang II-E, Imus",House,"House,townhouse",80.0,67.0,3.0,2.0,120.9249598,14.3599542,6296400.0
"Maguyam, Silang",Land,"Land,residential-lot",103.0,143.2,3.0,2.4,120.9742517,14.2325514,2132100.0
"Maguyam, Silang",Land,"Land,residential-lot",100.0,113.0,3.5999999999999996,1.7999999999999998,120.9742517,14.2325514,2150000.0
"Maguyam, Silang",Land,"Land,residential-lot",104.0,174.4,3.5999999999999996,3.0,120.9742517,14.2325514,2152800.0
"Maguyam, Silang",Land,"Land,residential-lot",104.0,174.4,3.5999999999999996,3.0,120.9742517,14.2325514,2215200.0
"Bel-Air, Makati",Commercial,"Commercial,offices",5.684341886080802e-14,77.33000000000001,1.7999999999999998,1.7999999999999998,121.0172272,14.56069493,8700000.0
"Subabasbas, Lapu-Lapu",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,123.973581,10.26793,12500000.0
"Almanza Dos, Las Pinas",House,"House,single-family-house",433.0,711.25,5.0,5.0,121.0078767,14.4023926,85000000.0
"Halayhayin, Pililla",Land,"Land,commercial-lot",1041.0,729.8,5.0,5.7,121.351411,14.486692,10410000.0
"Commonwealth, Quezon City",House,"House,townhouse",122.0,336.0,6.0,5.0,121.082236,14.696697,24500000.0
"San Sebastian, Kawit",House,"House,single-family-house",298.0,400.0,4.0,4.0,120.898962,14.4185112,25000000.0
"San Roque, Antipolo",Land,"Land,residential-lot",818.0,528.074,3.8,3.8000000000000003,121.176937,14.571435,11452000.0
"Matandang Balara, Quezon City",House,"House,single-family-house",1120.0,735.0,7.0,8.0,121.082236,14.665648,110503536.64125
"Pamplona Tres, Las Pinas",House,"House,townhouse",77.0,100.63,3.0,2.0,120.981053,14.455671,6029000.0
"San Antonio, Pasig",Land,"Land,commercial-lot",1130.0,720.9999999999999,5.2,5.4,121.061458,14.582707,110503536.64125
"Legazpi Village, Makati",Condominium,"Condominium,double-bedroom",30.0,97.0,2.0,2.0,121.0175342,14.5549113,25500000.0
"Ganado, Binan",Land,"Land,residential-lot",135.0,102.99999999999997,3.0,2.4,121.89314,14.260047,2910283.0
