Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Bedrooms,Bathrooms,Longitude,Latitude,Price(Php)
"Muzon, San Jose del Monte",House,"House,single-family-house",108.0,88.0,4.0,3.0,121.0274788,14.8104242,4440000.0
"Bambang, Taguig",House,"House,single-family-house",150.0,332.0,3.0,3.0,121.06934,14.524033,36000000.0
"Mambago-A, Island of garden Samal, Samal",Land,"Land,beach-lot",1215.5,728.0,7.0,7.199999999999999,125.7099651,7.0988055,45000000.0
"San Miguel, Pasig",Condominium,"Condominium,studio",43.60000000000002,23.69999999999999,1.0,1.0,121.092265,14.567197,3199000.0
"Urdaneta, Makati",Condominium,"Condominium,3-bedroom",345.4,409.0,3.0,4.0,121.029209,14.555756,110503536.64125
"Mamatid, Cabuyao",House,"House,single-family-house",80.0,50.20000000000002,2.0,1.0,121.151417,14.239095,2300000.0
"Calabuso North, Tagaytay",Condominium,"Condominium,single-bedroom",26.80000000000001,67.0,1.0,1.0,121.0233363,14.1414315,13034001.0
"Maguinao, San Rafael",House,"House,single-family-house",100.0,110.00000000000001,4.0,3.0,120.937221,15.0196756,4200000.0
"Barangka Ilaya, Mandaluyong",Condominium,"Condominium,double-bedroom",31.799999999999955,85.0,2.0,3.0,121.04641,14.571338,6350000.0
"Calabuso, Tagaytay",Land,"Land,residential-lot",600.0,538.0,5.6,6.0,121.0358238,14.1456011,10000000.0
"Anyatam, San Ildefonso",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,120.9453252,15.100968,52500000.0
"Mambugan, Antipolo",House,"House,single-family-house",240.0,180.0,3.0,3.0,121.157573,14.58843,10000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",53.19999999999999,135.0,2.0,2.0,121.050318,14.540867,40950000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",81.67999999999995,277.0,4.0,4.0,121.050318,14.540867,110503536.64125
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",81.67999999999995,277.0,4.0,4.0,121.050318,14.540867,110503536.64125
"Palo-Alto, Calamba",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,121.113605,14.191945,110503536.64125
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",37.81200000000007,159.1,4.0,4.0,121.050318,14.540867,51300000.0
"Poblacion, Makati",Condominium,"Condominium,3-bedroom",82.60000000000002,193.3,3.0,4.0,121.0285574,14.5651917,80000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",61.0,59.0,1.0,1.0,121.050318,14.540867,11000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",78.45999999999998,143.5,3.0,3.0,121.0448614,14.5512499,25000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",45.19999999999999,74.0,2.0,2.0,121.050318,14.540867,18000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,studio",71.99999999999994,41.08000000000001,1.0,1.0,121.050318,14.540867,8000000.0
"Guadalupe Viejo, Makati",Condominium,"Condominium,4-bedroom",117.60000000000002,230.0,4.0,3.0,121.040676,14.564421,55000000.0
"Palo-Alto, Calamba",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,121.113605,14.191945,110503536.64125
"Fort Bonifacio, Taguig",Condominium,"Condominium,studio",61.0,43.0,1.0,1.0,121.0539224,14.54884675,12825000.0
"Western Bicutan, Taguig",House,"House,townhouse",200.0,410.0,4.0,5.0,121.036376,14.517219,46800000.0
"Guadalupe Viejo, Makati",Condominium,"Condominium,penthouse-1",117.60000000000002,230.0,4.0,3.0,121.040676,14.564421,55000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",82.0,56.0,1.0,1.0,121.050318,14.540867,15500000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,loft-1",74.59999999999997,45.390000000000015,2.0,1.0,121.0456818,14.5469433,10000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",46.200000000000045,45.379999999999995,2.0,2.0,121.0456818,14.5469433,8000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",72.0,37.79999999999998,1.0,1.0,121.0494,14.54595,9500000.0
"Mayamot, Antipolo",House,"House,single-family-house",168.7,358.0,5.0,5.0,121.141432,14.611857,12500000.0
"Dela Paz, Pasig",Commercial,"Commercial,building",1203.0,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,121.097996,14.612889,110503536.64125
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",5.684341886080802e-14,74.0,1.0,1.0,121.050318,14.540867,27000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",267.0,286.0,4.0,4.0,121.050318,14.540867,110503536.64125
"Talon Singko, Las Pinas",House,"House,townhouse",80.0,140.0,4.0,3.0,120.996723,14.422561,7500000.0
"Talon Singko, Las Pinas",House,"House,townhouse",60.0,98.0,3.0,3.0,120.996723,14.422561,6000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",8.600000000000023,83.0,1.0,1.0,121.050318,14.540867,17500000.0
"Talon Dos, Las Pinas",House,"House,townhouse",172.0,250.0,5.0,5.0,120.985214,14.438526,15500000.0
"Talay, Dumaguete",Land,"Land,residential-lot",1215.5,728.0,7.0,7.199999999999999,123.2691277,9.2931886,3900000.0
"Talon Dos, Las Pinas",House,"House,townhouse",98.0,160.0,3.0,3.0,120.985214,14.438526,7400000.0
"Talon Dos, Las Pinas",House,"House,townhouse",299.0,300.0,5.0,4.0,120.985214,14.438526,25000000.0
"Iruhin South, Tagaytay",Land,"Land,residential-lot",603.75,534.0,5.6,6.0,121.0077105,14.1272957,18500000.0
"Merville, Paranaque",House,"House,single-family-house",269.0,446.0,5.0,4.0,121.025633,14.499387,48000000.0
"Tapia, General Trias",House,"House,townhouse",60.0,40.0,3.0,2.0,120.876425,14.35507,1900000.0
"Banuang Daan, Coron",Land,"Land,residential-lot",400.0,546.4,4.8,4.6,120.242044,11.953947,4872000.0
"Fairview, Quezon City",Land,"Land,residential-lot",634.0,557.6,4.3999999999999995,4.2,121.023475,14.616088,33000000.0
"Loma de Gato, Marilao",House,"House,single-family-house",110.0,147.0,3.0,3.0,121.0188103,14.7952057,6893150.0
"Pasong Camachile I, General Trias",House,"House,single-family-house",100.0,110.00000000000001,5.0,3.0,120.896613,14.37318,5978000.0
"Muzon, San Jose del Monte",House,"House,townhouse",50.0,66.0,3.0,2.0,121.0274788,14.8104242,2806000.0
"Loma de Gato, Marilao",House,"House,townhouse",55.0,47.0,2.0,1.0,121.0135834,14.7884969,2186800.0
"Wack-Wack Greenhills, Mandaluyong",Condominium,"Condominium,double-bedroom",23.600000000000023,64.0,2.0,3.0,121.053333,14.592173,90000000.0
"Commonwealth, Quezon City",Land,"Land,residential-lot",340.0,473.2,5.0,4.2,121.082236,14.696697,39100000.0
"Matandang Balara, Quezon City",Land,"Land,residential-lot",340.0,473.2,5.0,4.2,121.082236,14.665648,39100000.0
"Makati Avenue, Makati",Commercial,"Commercial,offices",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"Cubao, Quezon City",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,121.0572,14.61777,110503536.64125
"Quezon Avenue, Quezon City",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,121.0232,14.63518,110503536.64125
"Western Bicutan, Taguig",Condominium,"Condominium,studio",60.799999999999955,31.0,1.0,1.0,121.0486932,14.50492289,6500000.0
"Western Bicutan, Taguig",Apartment,"Apartment,apartments",765.8,735.0,7.0,7.6,121.036376,14.517219,98000000.0
"Palo-Alto, Calamba",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.113605,14.191945,110503536.64125
"Moonwalk, Paranaque",Commercial,"Commercial,building",240.0,735.0,7.0,8.500000000000002,121.008496,14.492371,100000000.0
"Highway Hills, Mandaluyong",Commercial,"Commercial,building",279.0,735.0,7.0,8.500000000000002,121.052143,14.578255,107000000.0
"Moonwalk, Paranaque",Commercial,"Commercial,building",240.0,735.0,7.0,8.500000000000002,121.008496,14.492371,100000000.0
"San Isidro, Cainta",Commercial,"Commercial,building",794.0,735.0,7.0,8.500000000000002,121.1176763,14.5876759,110503536.64125
"San Roque, Cainta",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.119726,14.57923,110503536.64125
"Makati Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"Makati Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"Tambo, Paranaque",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,120.989915,14.516398,110503536.64125
"Manuyo Dos, Las Pinas",Commercial,"Commercial,building",277.0,735.0,7.0,8.500000000000002,120.9957576,14.4675605,55000000.0
"Makati Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"San Roque, Cainta",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.119726,14.57923,110503536.64125
"Cubao, Quezon City",Land,"Land,commercial-lot",1215.5,735.0,6.199999999999999,8.500000000000002,121.0572,14.61777,110503536.64125
"Blue Ridge A, Quezon City",Land,"Land,commercial-lot",1075.5,728.0,5.4,5.9,121.0443089,14.6621443,110503536.64125
"Ayala Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0218,14.55659,110503536.64125
"Blue Ridge A, Quezon City",Land,"Land,commercial-lot",1075.5,728.0,5.4,5.9,121.07328,14.618791,110503536.64125
"Cubao, Quezon City",Apartment,"Apartment,apartments",431.8,524.0,5.0,5.0,121.0572,14.61777,110503536.64125
"Quezon Avenue, Quezon City",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.0232,14.63518,110503536.64125
"San Isidro, Cainta",Commercial,"Commercial,building",794.0,735.0,7.0,8.500000000000002,121.118502,14.613156,110503536.64125
"McKinley Hill, Taguig",House,"House,single-family-house",188.99999999999997,513.0,5.0,6.0,121.0553,14.53712,110503536.64125
Quezon City,House,"House,single-family-house",805.0,500.0,3.0,4.0,121.0443089,14.6621443,110503536.64125
"Fort Bonifacio, Taguig",House,"House,single-family-house",198.0,450.0,4.0,5.0,121.050318,14.540867,85000000.0
"Almanza Dos, Las Pinas",House,"House,single-family-house",490.0,350.0,4.0,4.0,121.0078767,14.4023926,49500000.0
"Ugong, Pasig",House,"House,townhouse",194.99999999999997,467.0,5.0,5.0,121.0755364,14.58343059,100000000.0
"Western Bicutan, Taguig",House,"House,single-family-house",450.0,560.0,5.0,5.0,121.036376,14.517219,78000000.0
"Valle Verde 2, Pasig",House,"House,single-family-house",844.0,500.0,4.0,4.0,121.072923,14.582317,110503536.64125
"Molino IV, Bacoor",House,"House,single-family-house",230.0,300.0,4.0,3.0,120.9943658,14.3810075,34000000.0
"Western Bicutan, Taguig",House,"House,single-family-house",200.0,410.0,4.0,5.0,121.036376,14.517219,46800000.0
"Almanza Dos, Las Pinas",House,"House,single-family-house",490.0,350.0,4.0,4.0,121.0078767,14.4023926,49500000.0
"Almanza Dos, Las Pinas",House,"House,single-family-house",291.0,350.0,4.0,3.0,121.0078767,14.4023926,28000000.0
"Almanza Dos, Las Pinas",House,"House,single-family-house",490.0,350.0,4.0,4.0,121.0078767,14.4023926,49500000.0
Quezon City,House,"House,single-family-house",805.0,500.0,3.0,4.0,121.0443089,14.6621443,110503536.64125
"Matandang Balara, Quezon City",House,"House,single-family-house",480.0,735.0,5.0,5.0,121.082236,14.665648,110503536.64125
"Molino IV, Bacoor",House,"House,single-family-house",230.0,300.0,4.0,3.0,120.9943658,14.3810075,34000000.0
"Western Bicutan, Taguig",House,"House,single-family-house",200.0,410.0,4.0,4.0,121.036376,14.517219,46800000.0
"Molino IV, Bacoor",House,"House,single-family-house",230.0,300.0,4.0,3.0,120.9943658,14.3810075,34000000.0
"Mambugan, Antipolo",House,"House,single-family-house",619.0,260.0,5.0,4.0,121.157573,14.58843,25000000.0
"Loyola Heights, Quezon City",House,"House,single-family-house",508.0,735.0,7.0,7.0,121.076504,14.640624,110503536.64125
"Ugong, Pasig",House,"House,townhouse",238.0,467.0,5.0,5.0,121.072573,14.582943,110000000.0
"Western Bicutan, Taguig",House,"House,single-family-house",200.0,410.0,4.0,5.0,121.036376,14.517219,46800000.0
"Matandang Balara, Quezon City",House,"House,single-family-house",335.0,350.0,3.0,4.0,121.082236,14.665648,38000000.0
"Almanza Dos, Las Pinas",House,"House,single-family-house",490.0,350.0,4.0,4.0,121.0078767,14.4023926,49500000.0
"McKinley Hill, Taguig",House,"House,single-family-house",198.0,450.0,4.0,5.0,121.0553,14.53712,85000000.0
"McKinley Hill, Taguig",House,"House,single-family-house",198.0,450.0,4.0,5.0,121.0553,14.53712,85000000.0
"Molino IV, Bacoor",House,"House,single-family-house",230.0,300.0,4.0,3.0,120.9943658,14.3810075,34000000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",280.0,735.0,4.0,4.0,121.0245799,14.4521766,28000000.0
"McKinley Hill, Taguig",House,"House,single-family-house",198.0,450.0,4.0,5.0,121.0553,14.53712,85000000.0
"Western Bicutan, Taguig",House,"House,single-family-house",450.0,560.0,5.0,5.0,121.036376,14.517219,78000000.0
Taytay,House,"House,single-family-house",120.0,145.0,3.0,2.0,121.1302512,14.5620998,10500000.0
"Pulangbato, Cebu",House,"House,single-family-house",143.0,199.0,4.0,3.0,123.906672,10.39741,11700000.0
"Canlubang, Calamba",House,"House,single-family-house",250.0,302.0,4.0,4.0,121.0533622,14.1857173,34000000.0
"Babancal, Candelaria",Land,"Land,beach-lot",1215.5,728.0,7.0,7.199999999999999,119.954596,15.61485,110503536.64125
"San Francisco, Binan",Land,"Land,residential-lot",465.0,441.6,4.4,4.6,121.0555577,14.3336384,12787500.0
"Agus, Lapu-Lapu",Condominium,"Condominium,single-bedroom",60.799999999999955,30.0,1.0,1.0,123.983302,10.284075,2700000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,studio",60.799999999999955,31.0,1.0,1.0,121.050318,14.540867,7500000.0
"Poblacion, Makati",Condominium,"Condominium,double-bedroom",70.39999999999998,99.0,2.0,2.0,121.032076,14.56568,28500000.0
"Dalig, Antipolo",Land,"Land,residential-lot",987.0,588.0,3.8,4.0,121.195159,14.576725,9000000.0
"Molino IV, Bacoor",Land,"Land,residential-lot",342.0,375.6,5.0,4.2,120.9842,14.3618,9500000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",105.0,184.0,3.0,4.0,121.050318,14.540867,57000000.0
"Almanza Dos, Las Pinas",Land,"Land,residential-lot",347.0,311.0,4.0,4.0,121.0092866,14.39714538,22703000.0
"San Lorenzo, Makati",Condominium,"Condominium,double-bedroom",194.0,155.0,2.0,2.0,121.019175,14.550759,52000000.0
"Balibago, Santa Rosa",Condominium,"Condominium,studio",43.60000000000002,24.0,1.0,1.0,121.10166,14.294425,2500000.0
"San Isidro, Antipolo",House,"House,single-family-house",70.0,66.0,3.0,1.0,121.186609,14.59242,4800000.0
"Darasa, Tanauan",House,"House,single-family-house",61.0,40.0,2.0,1.0,121.1567437,14.0661817,1700000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",53.19999999999999,135.0,2.0,2.0,121.050318,14.540867,40950000.0
"Malate, Manila",Condominium,"Condominium,double-bedroom",88.0,110.00000000000001,2.0,3.0,120.991585,14.570199,15500000.0
"San Isidro, Cainta",Condominium,"Condominium,studio",22.60000000000008,21.0,1.0,1.0,121.1062982,14.60243904,2000000.0
"Silang Junction North, Tagaytay",Land,"Land,residential-lot",240.0,337.0,4.3999999999999995,4.3999999999999995,120.955035,14.11258,2400000.0
"Bucal, Amadeo",Land,"Land,residential-lot",120.0,98.0,3.8,2.4,120.932727,14.168955,1020000.0
"Horseshoe, Quezon City",House,"House,townhouse",156.0,570.0,4.0,4.0,121.043543,14.613141,64000000.0
"Cansomoroy, Balamban",Land,"Land,residential-lot",770.0,627.9999999999999,4.199999999999999,4.2,123.763605,10.476011,9200000.0
"Bagong Ilog, Pasig",Condominium,"Condominium,studio",22.60000000000008,22.0,1.0,1.0,121.06934,14.565391,4480200.0
"Guadalupe, Cebu",House,"House,single-family-house",125.0,90.0,4.0,3.0,123.878669,10.317175,11000000.0
"Western Bicutan, Taguig",House,"House,single-family-house",200.0,410.0,4.0,5.0,121.036376,14.517219,46800000.0
"San Isidro, Paranaque",House,"House,single-family-house",324.0,250.0,4.0,3.0,121.011835,14.468547,11200000.0
"Western Bicutan, Taguig",House,"House,single-family-house",200.0,410.0,4.0,5.0,121.036376,14.517219,46800000.0
"Western Bicutan, Taguig",House,"House,townhouse",200.0,410.0,4.0,5.0,121.036376,14.517219,46800000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",70.40000000000003,102.0,2.0,2.0,121.050318,14.540867,28000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",70.39999999999998,99.0,2.0,2.0,121.050318,14.540867,23800000.0
"Barangka Ilaya, Mandaluyong",Condominium,"Condominium,studio",22.60000000000008,20.0,1.0,1.0,121.04641,14.571338,4242000.0
"Rosario, Pasig",Condominium,"Condominium,studio",43.60000000000002,24.0,1.0,1.0,121.089097,14.588464,6538769.0
"Poblacion, Makati",Condominium,"Condominium,studio",67.19999999999993,34.0,1.0,1.0,121.032076,14.56568,10034353.0
"MOA, Pasay",Condominium,"Condominium,single-bedroom",60.799999999999955,28.0,1.0,1.0,120.982075,14.533709,3800000.0
"Talon Kuatro, Las Pinas",House,"House,single-family-house",204.0,280.0,4.0,3.0,120.9997847,14.4371254,10000000.0
"Greenhills, San Juan",Condominium,"Condominium,studio",22.60000000000008,22.0,1.0,1.0,121.0468908,14.6011932,4099880.0
"Buayang Bato, Mandaluyong",Condominium,"Condominium,studio",43.60000000000002,24.0,1.0,1.0,121.051068,14.569686,4358754.0
"Cubao, Quezon City",Condominium,"Condominium,studio",22.60000000000008,22.0,1.0,1.0,121.0572,14.61777,4171524.0
"Don Bosco, Paranaque",House,"House,single-family-house",120.0,200.0,4.0,3.0,121.024909,14.482705,11000000.0
"Dolores, Porac",Land,"Land,residential-lot",143.0,146.0,3.5999999999999996,3.0,120.545748,15.101386,4500000.0
"Merville, Paranaque",House,"House,single-family-house",307.0,475.0,4.0,4.0,121.025633,14.499387,40000000.0
"Cebu Business Park, Cebu",Condominium,"Condominium,single-bedroom",43.99999999999994,64.0,1.0,1.0,123.9063138,10.3173365,15000000.0
"Hulo, Mandaluyong",Condominium,"Condominium,single-bedroom",60.799999999999955,30.80000000000001,1.0,1.0,121.031359,14.571604,4380472.0
"Manggahan, Pasig",Condominium,"Condominium,studio",60.799999999999955,27.0,1.0,1.0,121.093698,14.601887,3960000.0
"Merville, Paranaque",Condominium,"Condominium,studio",43.60000000000002,23.0,1.0,1.0,121.025633,14.499387,5212053.0
"Tanauan, Tanza",House,"House,single-family-house",72.0,112.50000000000001,3.0,2.0,120.828878,14.292781,4337472.0
"Don Bosco, Paranaque",House,"House,single-family-house",158.8,192.0,6.0,7.0,121.024909,14.482705,16000000.0
"Salitran I, Dasmarinas",Land,"Land,commercial-lot",1200.0,470.99999999999994,5.8,6.4,120.93635,14.357185,24000000.0
"Talon Dos, Las Pinas",House,"House,townhouse",172.0,250.0,5.0,5.0,120.985214,14.438526,15500000.0
"Matandang Balara, Quezon City",House,"House,single-family-house",364.0,735.0,4.0,5.0,121.082236,14.665648,95000000.0
"Inarawan, Antipolo",Land,"Land,residential-lot",619.0,469.59999999999997,4.3999999999999995,4.2,121.240436,14.670622,5880500.0
"Don Bosco, Paranaque",House,"House,single-family-house",105.0,120.0,3.0,2.0,121.024909,14.482705,7500000.0
"Pasong Tamo, Quezon City",House,"House,single-family-house",400.0,400.0,3.0,3.0,121.0693355,14.6863678,22000000.0
"McKinley Hill, Taguig",Condominium,"Condominium,3-bedroom",90.55199999999996,113.5,3.0,3.0,121.0553,14.53712,36580000.0
"Don Jose, Santa Rosa",House,"House,single-family-house",220.0,140.0,3.0,2.0,121.0735873,14.2615584,14000000.0
"Inchican, Silang",House,"House,single-family-house",351.0,735.0,7.0,8.5,121.0384526,14.2363657,60000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",72.0,39.0,1.0,1.0,121.050318,14.540867,11174010.0
"Bagong Ilog, Pasig",Condominium,"Condominium,single-bedroom",72.0,36.0,1.0,1.0,121.06934,14.565391,8864567.0
"Ortigas CBD, Pasig",Commercial,"Commercial,offices",5.684341886080802e-14,19.330000000000013,1.0,1.0,121.059675,14.583771,5500000.0
"Burol, Dasmarinas",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,120.948295,14.32903,11731000.0
"Santa Rosa II, Marilao",Land,"Land,commercial-lot",300.0,287.6,4.3999999999999995,3.6,120.968855,14.7839489,29373000.0
"Blue Ridge A, Quezon City",Land,"Land,commercial-lot",1075.5,728.0,5.4,5.9,121.0443089,14.6621443,110503536.64125
"Caysio, Santa Maria",House,"House,townhouse",78.0,46.0,2.0,1.0,120.9683088,14.844514,2635000.0
"Legazpi Village, Makati",Condominium,"Condominium,double-bedroom",52.0,72.0,2.0,2.0,121.0275016,14.5570169,14000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",22.80000000000001,82.0,2.0,3.0,121.0539814,14.55339378,22000000.0
"Santa Cruz, Antipolo",House,"House,single-family-house",128.0,75.0,3.0,2.0,121.17485,14.5841,5100000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,studio",71.99999999999994,41.08000000000001,1.0,1.0,121.050318,14.540867,8000000.0
"Ayala Alabang, Muntinlupa",House,"House,single-family-house",784.0,735.0,7.0,8.0,121.022321,14.405874,110503536.64125
"Sumacab Este, Cabanatuan",Land,"Land,residential-lot",233.0,322.4,4.0,4.0,120.964743,15.451045,1784000.0
"Manggahan, Santa Maria",House,"House,single-family-house",100.0,80.0,3.0,3.0,120.9404396,14.8437109,5800000.0
"Biaan, Mariveles",Land,"Land,beach-lot",334.0,437.0,4.3999999999999995,4.0,120.430798,14.479653,9018000.0
"Quinawan, Bagac",Land,"Land,residential-lot",301.0,361.20000000000005,4.8,3.8000000000000003,120.401049,14.486211,4966500.0
"Tondo, Manila",House,"House,single-family-house",307.0,380.0,4.0,3.0,120.965967,14.620565,32000000.0
"San Isidro, Cainta",Commercial,"Commercial,building",794.0,735.0,7.0,8.500000000000002,121.118502,14.613156,110503536.64125
"San Isidro, Cainta",Commercial,"Commercial,building",794.0,735.0,7.0,8.500000000000002,121.1176763,14.5876759,110503536.64125
"Tandang Sora, Quezon City",Commercial,"Commercial,building",655.0,735.0,7.0,8.500000000000002,121.042788,14.6820013,59000000.0
"San Isidro, Cainta",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.118502,14.613156,110503536.64125
"Santo Domingo, Cainta",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.111893,14.58886,110503536.64125
"Western Bicutan, Taguig",House,"House,single-family-house",200.0,410.0,4.0,5.0,121.036376,14.517219,46800000.0
"Western Bicutan, Taguig",House,"House,townhouse",200.0,410.0,4.0,5.0,121.036376,14.517219,46800000.0
"Don Bosco, Paranaque",House,"House,single-family-house",275.0,308.0,4.0,3.0,121.024909,14.482705,25000000.0
"Santo Domingo, Cainta",Land,"Land,commercial-lot",1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,121.111893,14.58886,110503536.64125
"Santo Domingo, Cainta",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.111893,14.58886,110503536.64125
"Bel-Air, Makati",Condominium,"Condominium,double-bedroom",70.40000000000003,102.0,2.0,2.0,121.026342,14.563933,15500000.0
"Punta, Calamba",Land,"Land,residential-lot",151.0,231.26000000000002,3.8000000000000003,3.0,121.122173,14.176345,2265000.0
"Fort Bonifacio, Taguig",Commercial,"Commercial,offices",5.684341886080802e-14,178.0,2.6,3.0,121.050318,14.540867,57635540.02
"Roxas Boulevard, Manila",Condominium,"Condominium,single-bedroom",61.0,49.0,1.0,1.0,120.9895887,14.551476,9833374.08
"Alapan II-A, Imus",House,"House,single-family-house",120.0,100.0,4.0,3.0,120.9062254,14.4084872,6466000.0
"Navarro, General Trias",House,"House,single-family-house",120.0,84.0,3.0,2.0,120.893418,14.387925,2700000.0
"Pamplona Tres, Las Pinas",House,"House,townhouse",52.0,70.0,2.0,2.0,120.981053,14.455671,4500000.0
"Blue Ridge A, Quezon City",Land,"Land,commercial-lot",1075.5,728.0,5.4,5.9,121.07328,14.618791,110503536.64125
"Talon Kuatro, Las Pinas",House,"House,townhouse",60.0,130.0,4.0,3.0,120.9997847,14.4371254,6528000.0
"Alapan I-A, Imus",House,"House,townhouse",72.0,60.0,3.0,2.0,120.9181558,14.4219182,14000000.0
San Juan,House,"House,townhouse",98.0,298.0,5.0,4.0,121.2861642,14.6036614,24000000.0
"Biclatan, General Trias",House,"House,single-family-house",100.0,80.0,3.0,2.0,120.918211,14.2814,4932897.0
"Estrada, Capas",House,"House,single-family-house",100.0,56.0,3.0,1.0,120.581707,15.3984,3000000.0
"Calabuso North, Tagaytay",Land,"Land,residential-lot",320.0,384.0,4.6,4.0,121.0233363,14.1414315,6500000.0
"Ayala Alabang, Muntinlupa",House,"House,single-family-house",126.0,115.00000000000001,2.0,2.0,121.022321,14.405874,15840000.0
"Manggahan, Santa Maria",House,"House,single-family-house",134.0,80.0,3.0,3.0,120.955,14.8439116,14000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",81.67999999999995,277.0,4.0,4.0,121.050318,14.540867,110503536.64125
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",81.67999999999995,277.0,4.0,4.0,121.050318,14.540867,110503536.64125
"Rockwell, Makati",Condominium,"Condominium,3-bedroom",117.80000000000001,136.0,3.0,3.0,121.036339,14.562949,46000000.0
"Ortigas CBD, Pasig",Condominium,"Condominium,penthouse-1",157.22000000000003,328.24,3.0,4.0,121.059675,14.583771,35500000.0
"Ususan, Taguig",Condominium,"Condominium,double-bedroom",189.20000000000002,67.0,2.0,1.0,121.065172,14.531149,6758000.0
"Manggahan, Santa Maria",House,"House,single-family-house",80.0,60.0,3.0,2.0,120.9404396,14.8437109,4530262.0
"Caluangan, Magallanes",Land,"Land,residential-lot",250.0,278.82,3.5999999999999996,3.2,120.763727,14.167977,1000000.0
"Manggahan, Santa Maria",House,"House,single-family-house",80.0,60.0,3.0,2.0,120.8840165,14.7812891,4100000.0
"San Agustin, San Fernando",Land,"Land,residential-lot",632.0,557.6,4.3999999999999995,4.2,120.70406,15.54915,4053000.0
"Telabastagan, San Fernando",Land,"Land,residential-lot",180.0,147.6,4.0,3.4,120.6117042,15.10318466,4028000.0
"Telabastagan, San Fernando",Land,"Land,residential-lot",180.0,147.6,4.0,3.4,120.635072,15.10712,2880000.0
"San Agustin, San Fernando",Land,"Land,residential-lot",387.0,448.0,3.8,3.4,120.6739067,15.0551672,5998500.0
"San Agustin, San Fernando",Land,"Land,residential-lot",198.0,450.0,3.5999999999999996,4.3999999999999995,120.6614906,15.04660246,3069000.0
"Maimpis, San Fernando",Land,"Land,residential-lot",256.0,318.34,4.2,3.6,120.671559,15.7564,3200000.0
"Pamplona Dos, Las Pinas",House,"House,single-family-house",200.0,221.0,4.0,5.0,120.973539,14.448666,19800000.0
"Matandang Balara, Quezon City",House,"House,single-family-house",364.0,735.0,4.0,5.0,121.082236,14.665648,95000000.0
